Incident Reference,Restoration Stage,Number of Customers Restored,source_order
FREP-302429-J,1,1,66121
FREP-302429-Z,1,1,17250
FREP-302430-Z,1,2,44660
FREP-302431-J,1,26,61001
FREP-302432-Z,1,1,119659
FREP-302433-Z,1,1,103261
FREP-302435-Z,1,79,43616
FREP-302437-G,1,13,104179
FREP-302437-Z,1,4,44664
FREP-302440-J,2,0,104173
FREP-302440-Z,1,5,103262
FREP-302446-G,3,159,119652
FREP-302446-Z,1,1,17267
FREP-302447-G,1,1,81019
FREP-302448-G,1,1,50582
FREP-302450-Z,1,0,43619
FREP-302451-G,1,1,17252
FREP-302452-G,1,7,109209
FREP-302452-Z,1,10,104182
FREP-302458-G,1,3,12645
FREP-302459-G,1,8,17268
FREP-302459-Z,2,185,76554
FREP-302460-Z,2,131,17269
FREP-302467-G,1,2,44691
FREP-302468-G,1,8,44663
FREP-302469-J,1,3,12666
FREP-302473-J,1,0,17247
FREP-302475-Z,1,0,104181
FREP-302478-Z,1,0,17264
FREP-302479-G,1,14,12667
FREP-302480-G,1,159,122398
FREP-302483-G,1,109,122382
FREP-302486-Z,1,13,109211
FREP-302488-Z,1,15,44692
FREP-302489-J,1,9,17271
FREP-302490-G,1,1,81025
FREP-302491-G,2,940,109224
FREP-302491-J,1,14,104196
FREP-302491-Z,1,0,81026
FREP-302492-G,3,260,104197
FREP-302496-G,1,3,115196
FREP-302496-Z,1,1,43630
FREP-302498-Z,1,2,43631
FREP-302499-J,1,1,44704
FREP-302503-G,1,31,50596
FREP-302508-J,1,13,61019
FREP-302512-J,1,1,43622
FREP-302513-G,1,7,103263
FREP-302514-J,1,5,104199
FREP-302522-G,1,46,61020
FREP-302523-G,2,383,122420
FREP-302525-G,1,9,104212
FREP-302527-J,1,18,43623
FREP-302530-G,1,2,115192
FREP-302533-G,2,43,50599
FREP-302535-J,1,0,115197
FREP-302535-Z,1,0,109216
FREP-302536-J,1,1,104203
FREP-302539-Z,1,4,61023
FREP-302540-G,1,1,103265
FREP-302544-G,1,1,122424
FREP-302546-G,1,1,17285
FREP-302550-G,1,23,103271
FREP-302554-G,1,1,109228
FREP-302564-J,1,1,122409
FREP-302568-J,1,1,122427
FREP-302571-J,1,0,109226
FREP-302578-Z,1,1,43636
FREP-302579-G,1,1,122428
FREP-302581-Z,1,1,122431
FREP-302584-G,2,8,103272
FREP-302584-Z,1,1,122434
FREP-302585-G,1,9,104207
FREP-302586-J,1,1,109218
FREP-302591-G,3,18,43639
FREP-302594-J,1,0,76563
FREP-302598-G,1,1,122435
FREP-302599-G,1,0,17290
FREP-302606-G,1,1,50606
FREP-302610-G,1,10,122438
FREP-302610-J,1,1,61016
FREP-302610-Z,1,1,50601
FREP-302611-J,1,0,50607
FREP-302612-G,1,160,17294
FREP-302612-J,1,26,104208
FREP-302618-G,3,594,109229
FREP-302618-J,1,4,66127
FREP-302619-G,2,53,122429
FREP-302625-J,3,149,76560
FREP-302628-J,1,2,104206
FREP-302629-G,1,32,50602
FREP-302632-J,1,15,122412
FREP-302638-G,1,1,76564
FREP-302644-G,1,13,104202
FREP-302651-Z,1,1,109222
FREP-302656-J,1,0,44699
FREP-302660-Z,1,1,76565
FREP-302662-Z,1,92,44710
FREP-302665-G,1,1,66129
FREP-302667-Z,1,1,122447
FREP-302672-G,1,1,66130
FREP-302675-Z,1,1,109231
FREP-302676-Z,3,130,61022
FREP-302680-Z,1,1,104213
FREP-302683-Z,1,5,104219
FREP-302685-J,1,2,81023
FREP-302685-Z,1,1,103269
FREP-302688-Z,1,8,76860
FREP-302695-G,1,14,50598
FREP-302698-Z,1,0,50609
FREP-302699-Z,1,1,76566
FREP-302701-J,1,1,50610
FREP-302708-G,1,1,17277
FREP-302708-Z,1,0,44702
FREP-302709-G,1,1621,122442
FREP-302714-Z,1,276,122449
FREP-302718-Z,1,0,44696
FREP-302719-G,1,1,104220
FREP-302722-J,1,7,50594
FREP-302730-G,2,24,17289
FREP-302734-G,1,1,76861
FREP-302737-J,1,0,104201
FREP-302741-G,2,22,61018
FREP-302741-J,1,1,103266
FREP-302742-G,2,15,104211
FREP-302745-G,1,1,76862
FREP-302748-G,1,1,76557
FREP-302756-J,1,1,66125
FREP-302757-G,1,45,109217
FREP-302760-G,1,61,50603
FREP-302771-J,1,17,104215
FREP-302774-G,1,1,109223
FREP-302775-G,1,1,43644
FREP-302778-G,1,56,76863
FREP-302781-G,1,40,104205
FREP-302789-G,1,8,76567
FREP-302790-G,1,5,44715
FREP-302792-J,3,632,104221
FREP-302793-G,1,1,104235
FREP-302793-Z,1,6,44716
FREP-302799-G,1,530,17308
FREP-302806-Z,1,1,17298
FREP-302807-G,1,53,66131
FREP-302811-G,1,8,66136
FREP-302817-G,1,31,76867
FREP-302817-J,1,39,104222
FREP-302819-G,1,1,44717
FREP-302823-J,1,41,50615
FREP-302824-G,1,1,44732
FREP-302828-G,1,1,104225
FREP-302834-Z,2,4,50619
FREP-302836-Z,1,5,122493
FREP-302848-Z,1,1,66138
FREP-302850-Z,1,1,44734
FREP-302851-J,1,1,44722
FREP-302853-Z,1,1,104241
FREP-302854-Z,1,1,109247
FREP-302855-Z,1,1,104223
FREP-302856-Z,1,0,17299
FREP-302858-G,1,1,61035
FREP-302861-Z,1,5,44720
FREP-302862-Z,2,211,109236
FREP-302874-J,1,0,122476
FREP-302876-Z,1,58,122477
FREP-302879-G,2,17,76577
FREP-302880-G,1,1,76579
FREP-302881-G,1,0,43660
FREP-302882-G,1,4,61037
FREP-302883-G,1,1,122479
FREP-302883-Z,3,39,109248
FREP-302884-G,1,1,44733
FREP-302885-G,1,13,76570
FREP-302893-Z,1,0,61038
FREP-302894-J,1,1,44737
FREP-302895-J,1,1,76571
FREP-302904-J,1,11,104229
FREP-302905-J,1,1,76572
FREP-302908-J,1,1,76576
FREP-302909-Z,1,7,43661
FREP-302910-G,2,56,76580
FREP-302912-Z,1,1,76877
FREP-302915-G,1,1,43652
FREP-302916-J,1,1,66132
FREP-302917-J,1,10,43662
FREP-302918-J,1,1,61031
FREP-302924-J,1,43,122480
FREP-302926-G,1,41,104244
FREP-302930-G,1,1,43666
FREP-302934-G,1,41,44728
FREP-302938-Z,1,3,104245
FREP-302946-Z,1,3,76879
FREP-302947-J,1,4,61042
FREP-302950-Z,1,3,44736
FREP-302955-J,1,9,109254
FREP-302959-G,2,167,43653
FREP-302960-G,1,1,76865
FREP-302961-Z,1,1,109255
FREP-302964-Z,1,1,76585
FREP-302966-G,2,253,104247
FREP-302967-Z,1,1,76881
FREP-302973-Z,1,57,76869
FREP-302979-Z,1,1,104230
FREP-302980-G,1,8,61045
FREP-302982-G,1,4,44735
FREP-302984-J,1,1,50618
FREP-302987-Z,1,0,76876
FREP-302994-J,1,0,50626
FREP-302994-Z,1,19,43670
FREP-302997-G,1,2,109242
FREP-302997-Z,5,12,43672
FREP-302998-G,1,1,109253
FREP-303008-Z,4,246,104250
FREP-303009-Z,2,9,43673
FREP-303010-J,1,53,61048
FREP-303010-Z,1,1,44742
FREP-303012-G,1,43,43669
FREP-303015-G,3,124,17311
FREP-303018-Z,1,0,122506
FREP-303021-Z,1,2,109257
FREP-303022-Z,1,1,17313
FREP-303024-J,1,4,17301
FREP-303025-J,1,1,122487
FREP-303028-Z,1,0,50629
FREP-303031-G,1,1,50631
FREP-303031-Z,1,1,44744
FREP-303032-Z,1,1,104251
FREP-303036-Z,5,769,76573
FREP-303037-Z,1,59,12673
FREP-303043-G,1,1,50632
FREP-303043-J,1,0,44730
FREP-303044-Z,1,6,43656
FREP-303045-Z,1,7,12672
FREP-303046-J,1,1,17315
FREP-303046-Z,1,11,109245
FREP-303048-Z,1,13,44746
FREP-303049-Z,8,0,17307
FREP-303051-Z,1,1,66135
FREP-303053-Z,3,1,43676
FREP-303057-Z,2,117,76575
FREP-303058-J,1,12,122468
FREP-303058-Z,1,1,61051
FREP-303065-J,1,6,109244
FREP-303068-J,1,1,103281
FREP-303072-Z,1,0,50634
FREP-303075-J,1,0,43677
FREP-303078-J,3,37,122534
FREP-303082-G,1,1,109259
FREP-303084-J,1,0,12683
FREP-303085-J,1,8,44758
FREP-303087-J,1,0,50637
FREP-303087-Z,1,48,44759
FREP-303091-J,1,33,17316
FREP-303092-J,1,0,61054
FREP-303094-G,1,4,50636
FREP-303094-J,3,4,43680
FREP-303097-J,1,1,44747
FREP-303098-G,1,9,43691
FREP-303098-J,1,0,122537
FREP-303101-G,1,4,17317
FREP-303108-J,1,44,109262
FREP-303109-G,1,41,109261
FREP-303110-Z,1,0,104267
FREP-303111-G,1,280,66142
FREP-303113-Z,1,0,122539
FREP-303114-Z,1,1,61056
FREP-303115-Z,1,17,76597
FREP-303117-G,3,4,50635
FREP-303117-J,3,2,61067
FREP-303119-G,1,1,44748
FREP-303121-G,1,5,76885
FREP-303123-J,1,50,43693
FREP-303124-G,1,1,43682
FREP-303131-J,1,0,61066
FREP-303133-G,1,1,17320
FREP-303135-Z,1,26,66143
FREP-303136-Z,1,2,104272
FREP-303138-Z,2,22,44764
FREP-303139-J,1,8,61057
FREP-303139-Z,1,9,61069
FREP-303142-J,1,2,50642
FREP-303143-G,1,1,61071
FREP-303146-G,1,1,76887
FREP-303148-J,3,82,104276
FREP-303148-Z,1,1,12686
FREP-303151-Z,1,1,76889
FREP-303152-G,1,0,122520
FREP-303154-J,1,52,44768
FREP-303160-J,1,10,122521
FREP-303168-J,1,40,61059
FREP-303170-J,1,29,109275
FREP-303174-J,1,1,43695
FREP-303177-Z,1,1,17321
FREP-303187-J,1,13,104259
FREP-303188-J,1,1,109280
FREP-303196-G,1,1,43696
FREP-303202-Z,1,0,66147
FREP-303203-G,1,1,44769
FREP-303205-G,1,1,44751
FREP-303206-J,1,42,109265
FREP-303207-Z,1,0,44750
FREP-303208-J,1,0,76890
FREP-303209-G,1,8,76590
FREP-303213-J,1,9,109263
FREP-303221-G,1,1,76593
FREP-303222-J,1,9,12675
FREP-303234-G,1,90,44752
FREP-303235-Z,1,4,44770
FREP-303240-G,1,1,122531
FREP-303240-Z,6,274,109283
FREP-303243-G,1,7,76894
FREP-303244-Z,2,50,103284
FREP-303246-G,1,282,109285
FREP-303246-J,1,4,122551
FREP-303251-G,1,74,12689
FREP-303251-Z,1,886,61063
FREP-303258-G,3,115,76602
FREP-303260-G,2,17,104279
FREP-303263-G,1,7,50645
FREP-303263-Z,1,1,122569
FREP-303266-G,1,16,76888
FREP-303269-Z,2,22,61058
FREP-303271-J,1,0,17319
FREP-303272-G,1,1,66149
FREP-303273-J,1,0,122516
FREP-303274-Z,2,208,122571
FREP-303276-Z,1,1,109269
FREP-303277-Z,1,1,12690
FREP-303278-Z,1,1,44771
FREP-303280-G,1,40,66156
FREP-303280-Z,2,13,109289
FREP-303281-Z,1,0,76605
FREP-303283-G,2,130,61064
FREP-303285-G,1,66,104282
FREP-303287-Z,2,1,122573
FREP-303292-G,1,170,12691
FREP-303294-G,2,2,104266
FREP-303295-G,1,15,76895
FREP-303295-Z,1,1,109270
FREP-303298-G,1,16,122576
FREP-303299-G,1,0,50644
FREP-303300-G,1,33,104284
FREP-303301-J,1,0,17331
FREP-303302-J,1,0,66152
FREP-303303-J,1,6,61065
FREP-303313-G,1,0,17329
FREP-303313-Z,2,4,103285
FREP-303315-J,1,1,76891
FREP-303317-J,1,1,43690
FREP-303321-J,1,3,122552
FREP-303321-Z,1,1,76898
FREP-303322-Z,1,1,44774
FREP-303328-Z,2,321,66150
FREP-303329-Z,1,5,43701
FREP-303330-J,1,1,44788
FREP-303331-Z,1,1,76903
FREP-303332-Z,3,53,43709
FREP-303334-G,1,1,44789
FREP-303334-Z,1,3,61082
FREP-303335-G,1,10,122581
FREP-303335-J,1,1,44775
FREP-303337-G,1,1,43710
FREP-303338-J,1,1,26365
FREP-303339-G,4,164,12702
FREP-303340-Z,1,15,104307
FREP-303345-J,1,1,12706
FREP-303348-G,1,1,50648
FREP-303349-G,1,1,43702
FREP-303350-G,1,9,61084
FREP-303353-G,1,1,17345
FREP-303357-Z,1,2,66159
FREP-303359-J,1,1,109292
FREP-303364-Z,1,1,109293
FREP-303366-G,1,3,50650
FREP-303373-G,1,43,61077
FREP-303374-J,1,1,50654
FREP-303375-G,1,9,109311
FREP-303376-G,1,7,103291
FREP-303377-G,1,1,109295
FREP-303384-J,1,139,17350
FREP-303385-Z,1,1,109313
FREP-303392-G,1,1,61079
FREP-303392-Z,1,1,104309
FREP-303394-Z,1,1,17351
FREP-303396-Z,1,29,44795
FREP-303397-Z,1,132,43714
FREP-303404-Z,1,2,26370
FREP-303406-J,1,1,103289
FREP-303408-G,1,1,33442
FREP-303417-Z,1,1,76619
FREP-303418-Z,1,1,122592
FREP-303420-Z,3,210,44796
FREP-303421-G,1,1,50652
FREP-303423-G,1,2,43715
FREP-303424-G,1,1,66169
FREP-303425-Z,1,0,109296
FREP-303427-G,1,32,50658
FREP-303429-G,2,117,66162
FREP-303430-Z,1,0,44779
FREP-303432-G,1,1,50659
FREP-303436-G,1,1,61085
FREP-303437-G,3,1,122623
FREP-303438-Z,1,48,122593
FREP-303442-J,3,1,104295
FREP-303444-Z,1,1,76610
FREP-303449-G,1,4,66172
FREP-303452-G,1,1,104308
FREP-303457-Z,1,0,66173
FREP-303461-J,1,1,66160
FREP-303462-J,1,1,104297
FREP-303463-G,1,3,109316
FREP-303464-J,1,0,103294
FREP-303467-G,3,431,66166
FREP-303469-G,4,117,17337
FREP-303471-J,1,20,17339
FREP-303477-J,1,2,76614
FREP-303480-G,2,39,44781
FREP-303481-Z,1,1,109318
FREP-303482-G,1,1,76905
FREP-303489-G,1,30,109303
FREP-303492-G,2,2027,66174
FREP-303493-G,1,1,44799
FREP-303496-J,1,1,43708
FREP-303497-J,1,1,26371
FREP-303501-G,1,65,122619
FREP-303506-J,1,143,33444
FREP-303507-G,1,1,104301
FREP-303511-Z,2,231,61086
FREP-303513-Z,1,0,76620
FREP-303514-J,1,47,104313
FREP-303521-J,1,1,17341
FREP-303523-G,1,3,44783
FREP-303527-G,1,1,76621
FREP-303527-Z,1,2,50664
FREP-303528-G,1,1,122604
FREP-303535-Z,1,1,50665
FREP-303538-G,1,5,44785
FREP-303540-G,1,2,122584
FREP-303542-Z,1,28,104314
FREP-303544-G,1,176,44801
FREP-303547-G,1,1,44784
FREP-303550-G,1,19,122607
FREP-303554-G,1,1,44802
FREP-303558-G,1,1,103286
FREP-303558-J,1,0,50663
FREP-303560-G,1,1,122624
FREP-303562-G,1,7,12709
FREP-303562-J,1,0,33445
FREP-303564-G,1,1,12711
FREP-303566-G,1,0,44782
FREP-303570-G,1,19,44776
FREP-303571-G,1,25,50667
FREP-303577-G,2,3,26368
FREP-303580-G,1,4,50669
FREP-303588-G,1,1,26372
FREP-303592-Z,1,1,109321
FREP-303594-G,1,162,76904
FREP-303598-Z,1,8,66170
FREP-303599-J,1,44,76910
FREP-303603-G,1,251,104291
FREP-303606-G,1,1,26375
FREP-303606-Z,1,0,109314
FREP-303608-Z,1,1,26366
FREP-303609-Z,1,59,104319
FREP-303610-Z,1,1,12700
FREP-303612-G,1,17,109305
FREP-303614-Z,1,3,109322
FREP-303615-G,1,1,66163
FREP-303617-Z,3,247,104320
FREP-303620-G,1,1,44805
FREP-303621-Z,1,1,76901
FREP-303623-J,1,1,103287
FREP-303625-Z,1,1,33447
FREP-303626-Z,2,267,43724
FREP-303627-Z,1,1,50670
FREP-303629-Z,1,16,61098
FREP-303631-G,1,0,61089
FREP-303633-G,1,1,44823
FREP-303634-G,1,19,12712
FREP-303635-G,1,0,122629
FREP-303637-G,1,1,109336
FREP-303638-J,1,1,44824
FREP-303643-G,1,33,109324
FREP-303643-Z,1,343,122645
FREP-303645-Z,1,9,103307
FREP-303647-G,1,1,33449
FREP-303651-Z,1,7,115212
FREP-303653-G,3,108,26380
FREP-303653-Z,1,8,122632
FREP-303657-G,1,1,103308
FREP-303658-Z,1,2,104334
FREP-303661-G,1,11,61091
FREP-303662-J,1,1,61094
FREP-303665-Z,1,1,61103
FREP-303670-G,1,1,76914
FREP-303674-G,1,11,103310
FREP-303676-Z,1,1,26386
FREP-303677-G,1,1,109343
FREP-303683-G,1,52,104345
FREP-303686-J,1,11,115214
FREP-303692-G,1,134,104327
FREP-303702-J,1,0,109344
FREP-303707-G,2,51,17366
FREP-303709-G,1,1,109345
FREP-303710-J,1,1,50671
FREP-303711-J,1,1,109333
FREP-303713-Z,1,14,104333
FREP-303718-G,1,105,76632
FREP-303718-J,1,9,33451
FREP-303722-G,1,1,109325
FREP-303722-J,1,0,104337
FREP-303729-G,1,3,44828
FREP-303730-J,1,2,76628
FREP-303741-J,1,2,115204
FREP-303747-G,1,3,50704
FREP-303750-Z,1,1,12724
FREP-303751-G,2,3,43720
FREP-303752-J,1,2,109346
FREP-303756-G,1,1,44829
FREP-303757-J,3,0,50689
FREP-303766-G,2,1,104346
FREP-303766-J,1,1,17363
FREP-303773-J,1,1,76913
FREP-303774-J,1,2,50705
FREP-303775-G,1,1,104347
FREP-303784-J,1,1,12726
FREP-303785-G,1,29,61095
FREP-303788-J,1,2,50687
FREP-303800-G,1,52,50708
FREP-303801-Z,1,57,33456
FREP-303802-G,3,1,33452
FREP-303803-Z,1,1,50702
FREP-303805-G,2,4,103302
FREP-303805-Z,1,84,109349
FREP-303808-G,1,1,115208
FREP-303811-J,1,1,17361
FREP-303812-Z,1,1,12727
FREP-303814-Z,1,0,43730
FREP-303816-G,1,1,109340
FREP-303816-Z,1,4,17369
FREP-303819-Z,1,3,61096
FREP-303820-J,1,1569,50690
FREP-303822-Z,3,4,17362
FREP-303825-G,1,12,115203
FREP-303826-Z,1,1,44830
FREP-303827-Z,1,12,17365
FREP-303828-G,1,1,44816
FREP-303828-J,1,50,115207
FREP-303829-J,1,1,50707
FREP-303831-G,2,12,12728
FREP-303833-J,1,4,76916
FREP-303834-J,1,1,103301
FREP-303837-J,1,7,76625
FREP-303839-Z,1,1,33454
FREP-303841-J,1,0,103311
FREP-303842-G,1,4,50709
FREP-303842-Z,2,41,61105
FREP-303844-J,1,13,50691
FREP-303850-G,1,1,61106
FREP-303852-G,1,1,50703
FREP-303853-Z,1,13,44819
FREP-303854-G,1,39,115220
FREP-303857-J,1,16,44831
FREP-303860-G,1,0,50711
FREP-303861-J,1,1,44814
FREP-303862-G,1,27,61104
FREP-303862-J,1,1,50692
FREP-303868-Z,1,1,44832
FREP-303873-J,1,20,44821
FREP-303875-G,1,1,17364
FREP-303883-G,1,1,26384
FREP-303883-Z,1,1,103312
FREP-303888-G,1,6,50710
FREP-303889-J,1,1,122635
FREP-303889-Z,1,23,109350
FREP-303893-Z,1,0,44833
FREP-303901-G,1,1,50694
FREP-303912-J,1,15,104335
FREP-303917-G,1,1,109351
FREP-303921-Z,1,1,104350
FREP-303928-G,2,27,44813
FREP-303928-Z,1,1,109352
FREP-303930-G,1,1,26385
FREP-303938-G,1,2,17371
FREP-303946-J,1,1,17373
FREP-303948-G,1,1,76640
FREP-303951-G,1,1,44837
FREP-303952-J,1,0,115224
FREP-303953-G,4,74,76641
FREP-303955-G,3,89,43741
FREP-303959-Z,4,4,50727
FREP-303960-Z,1,1,44854
FREP-303964-G,1,0,26388
FREP-303964-J,1,1,61116
FREP-303965-Z,1,35,17382
FREP-303967-Z,1,0,43733
FREP-303969-Z,1,6,109354
FREP-303970-G,1,72,61107
FREP-303978-J,1,2,43734
FREP-303981-Z,1,1,50714
FREP-303985-J,1,0,26387
FREP-303988-G,1,1,12731
FREP-303990-G,1,1,109371
FREP-303991-G,1,2,76642
FREP-303992-G,1,101,50715
FREP-303992-Z,1,7,115248
FREP-303993-Z,1,1,17383
FREP-303994-Z,1,89,43742
FREP-303999-Z,3,14,115251
FREP-304000-G,1,1,50716
FREP-304002-G,3,0,115225
FREP-304003-Z,2,116,50730
FREP-304005-Z,1,8,44858
FREP-304016-Z,1,1,103319
FREP-304019-G,1,217,44859
FREP-304020-J,1,0,44860
FREP-304021-J,1,0,50731
FREP-304022-G,1,1,44861
FREP-304027-G,3,69,115223
FREP-304028-G,1,20,76918
FREP-304032-Z,2,1558,61119
FREP-304033-G,4,1507,115228
FREP-304033-Z,1,1,44862
FREP-304034-G,1,36,33467
FREP-304036-Z,1,1,44840
FREP-304037-Z,1,2,43744
FREP-304038-G,1,1,103314
FREP-304040-G,2,329,12734
FREP-304047-G,2,26,109374
FREP-304048-G,2,72,44843
FREP-304052-G,1,1,115256
FREP-304062-G,1,1,115233
FREP-304066-J,1,0,115234
FREP-304067-Z,1,1,109376
FREP-304072-G,1,1,33459
FREP-304072-J,6,14,115235
FREP-304075-G,1,1,33469
FREP-304081-G,1,1,104356
FREP-304082-G,1,1,61110
FREP-304083-G,1,1,12741
FREP-304087-G,1,1,43745
FREP-304090-Z,1,8,109377
FREP-304096-Z,1,1,50721
FREP-304101-J,1,10,44846
FREP-304103-Z,1,0,115237
FREP-304106-G,1,59,44863
FREP-304110-G,1,29,104359
FREP-304110-J,1,3,61112
FREP-304113-G,1,111,44864
FREP-304115-G,2,259,104355
FREP-304115-J,1,46,103315
FREP-304116-G,1,0,109378
FREP-304121-G,2,116,44845
FREP-304125-Z,1,2,115261
FREP-304129-G,1,1,26394
FREP-304131-G,1,1,76923
FREP-304133-G,1,2,44848
FREP-304137-G,1,1,44855
FREP-304141-G,1,1,43737
FREP-304143-G,1,10,61113
FREP-304145-J,3,85,44865
FREP-304145-Z,1,1,109379
FREP-304147-G,1,1,109366
FREP-304147-J,1,24,26391
FREP-304148-G,1,5,61114
FREP-304149-Z,1,1,43747
FREP-304150-G,1,2,109380
FREP-304153-J,2,15,44838
FREP-304155-J,1,16,115242
FREP-304157-J,1,0,44852
FREP-304158-Z,2,338,115262
FREP-304163-G,1,23,43743
FREP-304172-G,1,1,17376
FREP-304174-G,1,18,109364
FREP-304183-J,1,3,50734
FREP-304184-G,1,2,44866
FREP-304184-Z,1,1,44867
FREP-304188-G,1,162,103316
FREP-304191-G,1,98,115244
FREP-304193-Z,1,2,115264
FREP-304194-Z,1,1,76924
FREP-304195-G,1,31,104367
FREP-304201-J,2,2,115265
FREP-304204-J,1,1,104362
FREP-304205-G,1,1,12743
FREP-304206-G,3,10,109382
FREP-304207-G,1,1,115257
FREP-304209-J,2,0,109368
FREP-304210-G,1,17,33462
FREP-304211-G,1,1,50722
FREP-304211-J,1,1,43740
FREP-304219-G,1,1,17375
FREP-304223-Z,1,1,43750
FREP-304227-G,1,2,76927
FREP-304233-G,1,12,17374
FREP-304234-Z,1,1,115246
FREP-304237-J,1,1,109359
FREP-304240-Z,1,47,76928
FREP-304241-J,1,0,76926
FREP-304241-Z,2,72,26399
FREP-304242-G,1,41,43738
FREP-304246-G,1,34,104360
FREP-304246-J,1,1,26395
FREP-304248-Z,1,1,17377
FREP-304254-Z,1,1,115267
FREP-304259-G,3,252,33464
FREP-304260-J,1,7,17378
FREP-304261-G,1,51,17381
FREP-304263-G,2,17,61121
FREP-304268-G,1,1,43762
FREP-304272-J,1,1,44884
FREP-304277-G,1,10,43752
FREP-304280-G,1,137,109387
FREP-304283-Z,1,54,43764
FREP-304286-J,1,3,104371
FREP-304288-G,4,34,104372
FREP-304292-Z,1,1,44885
FREP-304294-J,1,1,50740
FREP-304294-Z,1,2,44886
FREP-304301-G,1,1,104384
FREP-304303-J,1,1,50741
FREP-304305-G,3,5,104386
FREP-304307-G,1,6,43753
FREP-304308-G,1,1,115277
FREP-304310-G,1,92,50737
FREP-304317-G,1,1,43754
FREP-304317-J,1,1,109391
FREP-304320-J,1,1,103333
FREP-304327-G,1,2,104374
FREP-304329-J,1,0,50749
FREP-304332-J,2,0,115270
FREP-304333-G,1,1,43763
FREP-304334-G,1,37,109404
FREP-304335-G,1,15,109405
FREP-304337-J,1,1,50750
FREP-304340-G,1,1,109406
FREP-304341-G,1,28,115269
FREP-304344-J,2,0,104375
FREP-304350-Z,1,1,44876
FREP-304351-G,1,9,33474
FREP-304354-J,1,0,115271
FREP-304357-Z,1,0,33475
FREP-304359-G,3,75,12765
FREP-304359-J,1,1,115272
FREP-304363-J,1,2,109393
FREP-304364-G,1,1,115276
FREP-304365-G,1,2,12745
FREP-304366-G,1,1,104378
FREP-304371-J,1,13,109408
FREP-304371-Z,1,3,50751
FREP-304374-G,2,8,17394
FREP-304377-G,1,1,104388
FREP-304379-G,1,6,44887
FREP-304379-Z,1,85,43768
FREP-304383-Z,1,32,103341
FREP-304384-G,2,238,66178
FREP-304385-G,1,1,109410
FREP-304386-J,1,0,17387
FREP-304389-Z,1,183,66179
FREP-304393-Z,1,1,103323
FREP-304395-Z,1,16,12769
FREP-304397-J,2,540,44895
FREP-304397-Z,2,7,12772
FREP-304399-G,1,1,76943
FREP-304400-J,1,18,103322
FREP-304400-Z,1,3,66180
FREP-304401-G,1,1,104380
FREP-304402-G,1,1,44898
FREP-304403-G,1,1,76932
FREP-304411-G,1,11,43769
FREP-304411-Z,1,1,109396
FREP-304413-G,1,1,12774
FREP-304413-J,1,20,44892
FREP-304415-Z,1,1,50748
FREP-304416-G,3,150,109411
FREP-304417-Z,1,0,109397
FREP-304422-G,1,1,43758
FREP-304429-Z,1,1,33480
FREP-304433-G,1,28,76938
FREP-304433-Z,1,29,103346
FREP-304436-J,1,2,50747
FREP-304443-J,1,26,109399
FREP-304443-Z,1,1,43770
FREP-304445-G,1,1,43771
FREP-304446-G,1,24,115281
FREP-304450-G,1,36,44872
FREP-304451-J,1,3,104379
FREP-304456-Z,1,1,104370
FREP-304462-G,1,1,33481
FREP-304464-G,4,18,33483
FREP-304470-J,2,59,33484
FREP-304471-Z,2,135,44879
FREP-304474-G,2,11,43766
FREP-304475-J,1,2,109388
FREP-304476-G,1,1,50753
FREP-304478-G,1,1,33486
FREP-304481-Z,1,1,109414
FREP-304482-G,1,1,17398
FREP-304484-G,1,90,12757
FREP-304485-Z,1,1,115274
FREP-304487-Z,1,0,33487
FREP-304489-G,1,1,104382
FREP-304491-G,1,3,109403
FREP-304492-Z,1,101,104398
FREP-304493-J,1,3,115284
FREP-304494-J,1,31,76935
FREP-304498-J,1,2,44889
FREP-304499-G,1,0,76933
FREP-304501-G,1,6,12781
FREP-304502-Z,1,1,109400
FREP-304504-G,1,1,12752
FREP-304508-Z,1,426,17393
FREP-304510-G,1,2,103348
FREP-304511-Z,1,10,43772
FREP-304512-G,1,1,17399
FREP-304516-G,1,79,103329
FREP-304518-J,1,14,50745
FREP-304519-Z,1,1,50742
FREP-304520-Z,2,2,109401
FREP-304528-J,1,12,44899
FREP-304530-G,1,5,104381
FREP-304531-G,2,0,12783
FREP-304532-Z,1,1,17400
FREP-304542-G,1,44,44881
FREP-304545-Z,1,1,109418
FREP-304546-J,1,3,50755
FREP-304548-J,1,0,43756
FREP-304550-Z,1,1,12807
FREP-304555-J,1,1,104401
FREP-304555-Z,1,15,33490
FREP-304556-J,1,32,104406
FREP-304558-Z,1,1,44903
FREP-304560-Z,1,12,115295
FREP-304562-Z,1,1,66181
FREP-304565-Z,2,316,44913
FREP-304566-G,1,1,43773
FREP-304567-Z,1,1,103358
FREP-304569-Z,1,73,104418
FREP-304571-J,6,0,103359
FREP-304572-J,1,0,109428
FREP-304578-J,1,61,43774
FREP-304581-G,1,1,50757
FREP-304582-J,1,1,109420
FREP-304586-G,1,1,43777
FREP-304598-J,1,17,44918
FREP-304598-Z,1,312,103364
FREP-304599-Z,1,1,115288
FREP-304601-G,1,1,43785
FREP-304602-G,2,243,109432
FREP-304602-J,2,5,104408
FREP-304603-J,1,1,103353
FREP-304605-J,1,0,66188
FREP-304607-Z,1,1,103367
FREP-304611-G,1,9,103368
FREP-304613-Z,1,0,109426
FREP-304616-G,3,239,17405
FREP-304619-J,3,0,43776
